# ik  ibnd  E(eV)  inv_tau_SERTA(Ry)  inv_tau_MRTA(Ry)  tau_SERTA(fs)  tau_MRTA(fs)
   26506   2   -4.232092    7.540378E-03    7.263838E-03    6.416124E+00    6.660391E+00
   26507   2   -4.232653    7.495533E-03    7.230337E-03    6.454511E+00    6.691251E+00
   26508   2   -4.232085    7.532792E-03    7.267778E-03    6.422585E+00    6.656780E+00
   26509   2   -4.230396    7.632687E-03    7.356497E-03    6.338528E+00    6.576500E+00
   26510   2   -4.227601    7.751343E-03    7.453370E-03    6.241499E+00    6.491023E+00
   26511   2   -4.223728    7.853608E-03    7.524154E-03    6.160226E+00    6.429959E+00
   26512   2   -4.218814    7.935839E-03    7.565304E-03    6.096394E+00    6.394984E+00
   26513   2   -4.212903    8.014992E-03    7.593041E-03    6.036188E+00    6.371624E+00
   26514   2   -4.206046    8.104947E-03    7.620473E-03    5.969194E+00    6.348687E+00
   26515   2   -4.198302    8.210649E-03    7.652142E-03    5.892348E+00    6.322413E+00
   26516   2   -4.189731    8.333602E-03    7.689314E-03    5.805413E+00    6.291848E+00
   26517   2   -4.180396    8.474971E-03    7.732915E-03    5.708574E+00    6.256373E+00
   26518   2   -4.170364    8.636125E-03    7.784007E-03    5.602049E+00    6.215308E+00
   26519   2   -4.159698    8.818686E-03    7.843803E-03    5.486078E+00    6.167927E+00
   26520   2   -4.148463    9.024532E-03    7.913637E-03    5.360943E+00    6.113498E+00
   26521   2   -4.136720    9.254531E-03    7.993935E-03    5.227710E+00    6.052088E+00
   26522   2   -4.124528    9.438472E-03    8.028613E-03    5.125830E+00    6.025948E+00
   26523   2   -4.111941    8.566079E-03    7.206277E-03    5.647858E+00    6.713591E+00
   26790   2   -4.111702    8.688198E-03    7.301057E-03    5.568473E+00    6.626438E+00
   26791   2   -4.124581    9.588253E-03    8.189157E-03    5.045758E+00    5.907812E+00
   26792   2   -4.137087    9.380302E-03    8.137150E-03    5.157616E+00    5.945570E+00
   26793   2   -4.149165    9.129278E-03    8.034495E-03    5.299433E+00    6.021536E+00
   26794   2   -4.160757    8.904327E-03    7.941324E-03    5.433314E+00    6.092183E+00
   26795   2   -4.171801    8.704552E-03    7.858061E-03    5.558011E+00    6.156735E+00
   26796   2   -4.182234    8.527975E-03    7.784155E-03    5.673093E+00    6.215190E+00
   26797   2   -4.191990    8.372662E-03    7.719037E-03    5.778330E+00    6.267621E+00
   26798   2   -4.201005    8.236779E-03    7.662142E-03    5.873655E+00    6.314161E+00
   26799   2   -4.209214    8.118525E-03    7.612810E-03    5.959211E+00    6.355078E+00
   26800   2   -4.216554    8.014112E-03    7.568315E-03    6.036851E+00    6.392440E+00
   26801   2   -4.222967    7.906523E-03    7.512995E-03    6.118999E+00    6.439509E+00
   26802   2   -4.228399    7.749506E-03    7.402728E-03    6.242978E+00    6.535429E+00
   26803   2   -4.232804    7.493931E-03    7.190222E-03    6.455890E+00    6.728582E+00
   26804   2   -4.236142    7.156629E-03    6.891612E-03    6.760166E+00    7.020129E+00
   26805   2   -4.238383    6.833345E-03    6.599447E-03    7.079988E+00    7.330917E+00
   26806   2   -4.239506    6.635735E-03    6.421979E-03    7.290828E+00    7.533504E+00
   26807   2   -4.239503    6.630745E-03    6.424031E-03    7.296314E+00    7.531097E+00
   26808   2   -4.238373    6.817841E-03    6.604325E-03    7.096088E+00    7.325502E+00
   26809   2   -4.236129    7.129523E-03    6.895962E-03    6.785868E+00    7.015700E+00
   26810   2   -4.232791    7.454848E-03    7.190110E-03    6.489736E+00    6.728687E+00
   26811   2   -4.228392    7.699699E-03    7.395444E-03    6.283362E+00    6.541865E+00
   26812   2   -4.222971    7.848237E-03    7.497346E-03    6.164441E+00    6.452950E+00
   26813   2   -4.216576    7.949220E-03    7.543271E-03    6.086132E+00    6.413663E+00
   26814   2   -4.209261    8.048093E-03    7.576790E-03    6.011362E+00    6.385290E+00
   26815   2   -4.201084    8.161247E-03    7.613378E-03    5.928016E+00    6.354604E+00
   26816   2   -4.192107    8.291868E-03    7.655914E-03    5.834632E+00    6.319298E+00
   26817   2   -4.182394    8.441138E-03    7.705355E-03    5.731455E+00    6.278750E+00
   26818   2   -4.172009    8.610324E-03    7.762685E-03    5.618836E+00    6.232380E+00
   26819   2   -4.161017    8.800938E-03    7.829020E-03    5.497141E+00    6.179573E+00
   26820   2   -4.149478    9.014749E-03    7.905594E-03    5.366761E+00    6.119718E+00
   26821   2   -4.137453    9.252837E-03    7.992977E-03    5.228667E+00    6.052813E+00
   26822   2   -4.124999    9.453246E-03    8.041656E-03    5.117819E+00    6.016173E+00
   26823   2   -4.112169    8.688198E-03    7.301057E-03    5.568473E+00    6.626438E+00
   27089   2   -4.111435    8.566079E-03    7.206277E-03    5.647858E+00    6.713591E+00
   27090   2   -4.124545    9.453246E-03    8.041656E-03    5.117819E+00    6.016173E+00
   27091   2   -4.137298    9.377249E-03    8.133709E-03    5.159295E+00    5.948086E+00
   27092   2   -4.149641    9.122916E-03    8.028739E-03    5.303129E+00    6.025853E+00
   27093   2   -4.161519    8.894720E-03    7.933249E-03    5.439182E+00    6.098384E+00
   27094   2   -4.172871    8.691572E-03    7.847511E-03    5.566312E+00    6.165012E+00
   27095   2   -4.183636    8.511387E-03    7.770905E-03    5.684150E+00    6.225787E+00
   27096   2   -4.193750    8.352129E-03    7.702806E-03    5.792535E+00    6.280828E+00
   27097   2   -4.203149    8.211868E-03    7.642603E-03    5.891473E+00    6.330304E+00
   27098   2   -4.211768    8.088453E-03    7.589352E-03    5.981366E+00    6.374721E+00
   27099   2   -4.219546    7.973733E-03    7.536163E-03    6.067422E+00    6.419712E+00
   27100   2   -4.226423    7.824643E-03    7.442241E-03    6.183029E+00    6.500730E+00
   27101   2   -4.232343    7.533847E-03    7.204290E-03    6.421686E+00    6.715443E+00
   27102   2   -4.237258    7.012358E-03    6.735976E-03    6.899248E+00    7.182330E+00
   27103   2   -4.241126    6.326072E-03    6.100329E-03    7.647716E+00    7.930720E+00
   27104   2   -4.243912    5.665745E-03    5.482022E-03    8.539037E+00    8.825210E+00
   27105   2   -4.245591    5.206763E-03    5.052111E-03    9.291762E+00    9.576195E+00
   27106   2   -4.246150    5.042219E-03    4.902278E-03    9.594982E+00    9.868881E+00
   27107   2   -4.245583    5.196925E-03    5.057121E-03    9.309351E+00    9.566707E+00
   27108   2   -4.243897    5.643891E-03    5.489264E-03    8.572101E+00    8.813568E+00
   27109   2   -4.241108    6.288940E-03    6.104458E-03    7.692871E+00    7.925355E+00
   27110   2   -4.237243    6.958102E-03    6.730926E-03    6.953046E+00    7.187718E+00
   27111   2   -4.232335    7.464455E-03    7.186763E-03    6.481384E+00    6.731821E+00
   27112   2   -4.226428    7.744990E-03    7.412888E-03    6.246619E+00    6.526471E+00
   27113   2   -4.219573    7.888089E-03    7.496476E-03    6.133298E+00    6.453699E+00
   27114   2   -4.211823    7.999244E-03    7.539362E-03    6.048071E+00    6.416989E+00
   27115   2   -4.203239    8.120438E-03    7.581539E-03    5.957807E+00    6.381291E+00
   27116   2   -4.193882    8.259046E-03    7.629872E-03    5.857820E+00    6.340866E+00
   27117   2   -4.183815    8.416413E-03    7.685490E-03    5.748292E+00    6.294979E+00
   27118   2   -4.173102    8.593700E-03    7.749282E-03    5.629705E+00    6.243159E+00
   27119   2   -4.161805    8.792305E-03    7.822260E-03    5.502539E+00    6.184914E+00
   27120   2   -4.149984    9.013890E-03    7.905552E-03    5.367272E+00    6.119750E+00
   27121   2   -4.137697    9.377249E-03    8.133709E-03    5.159295E+00    5.948086E+00
   27122   2   -4.124999    9.588253E-03    8.189157E-03    5.045758E+00    5.907812E+00
   27123   2   -4.111941    8.650048E-03    7.271380E-03    5.593033E+00    6.653483E+00
   27388   2   -4.110719    8.417738E-03    7.084807E-03    5.747387E+00    6.828697E+00
   27389   2   -4.124045    9.438472E-03    8.028613E-03    5.125830E+00    6.025948E+00
   27390   2   -4.137028    9.252837E-03    7.992977E-03    5.228667E+00    6.052813E+00
   27391   2   -4.149618    9.013890E-03    7.905552E-03    5.367272E+00    6.119750E+00
   27392   2   -4.161761    8.889941E-03    7.929033E-03    5.442106E+00    6.101626E+00
   27393   2   -4.173399    8.683581E-03    7.840970E-03    5.571434E+00    6.170155E+00
   27394   2   -4.184472    8.500051E-03    7.761899E-03    5.691730E+00    6.233011E+00
   27395   2   -4.194919    8.337205E-03    7.691124E-03    5.802904E+00    6.290368E+00
   27396   2   -4.204676    8.192995E-03    7.627969E-03    5.905044E+00    6.342448E+00
   27397   2   -4.213680    8.064701E-03    7.570991E-03    5.998983E+00    6.390181E+00
   27398   2   -4.221870    7.936599E-03    7.506029E-03    6.095810E+00    6.445485E+00
   27399   2   -4.229185    7.723279E-03    7.351332E-03    6.264179E+00    6.581120E+00
   27400   2   -4.235570    7.234126E-03    6.922743E-03    6.687746E+00    6.988560E+00
   27401   2   -4.240974    6.362131E-03    6.115596E-03    7.604370E+00    7.910921E+00
   27402   2   -4.245353    5.282229E-03    5.097679E-03    9.159013E+00    9.490594E+00
   27403   2   -4.248669    4.298601E-03    4.163804E-03    1.125482E+01    1.161918E+01
   27408   2   -4.248647    4.274842E-03    4.174583E-03    1.131738E+01    1.158918E+01
   27409   2   -4.245329    5.239816E-03    5.103731E-03    9.233149E+00    9.479340E+00
   27410   2   -4.240953    6.296298E-03    6.107967E-03    7.683880E+00    7.920803E+00
   27411   2   -4.235558    7.146851E-03    6.896328E-03    6.769415E+00    7.015328E+00
   27412   2   -4.229189    7.623064E-03    7.308746E-03    6.346530E+00    6.619467E+00
   27413   2   -4.221898    7.831471E-03    7.452400E-03    6.177639E+00    6.491869E+00
   27414   2   -4.213739    7.958853E-03    7.508530E-03    6.078765E+00    6.443338E+00
   27415   2   -4.204773    8.088582E-03    7.556910E-03    5.981271E+00    6.402088E+00
   27416   2   -4.195062    8.235346E-03    7.611364E-03    5.874677E+00    6.356285E+00
   27417   2   -4.184665    8.400851E-03    7.673366E-03    5.758941E+00    6.304926E+00
   27418   2   -4.173647    8.586148E-03    7.743708E-03    5.634657E+00    6.247653E+00
   27419   2   -4.162067    8.889941E-03    7.929033E-03    5.442106E+00    6.101626E+00
   27420   2   -4.149984    9.122916E-03    8.028739E-03    5.303129E+00    6.025853E+00
   27421   2   -4.137453    9.380302E-03    8.137150E-03    5.157616E+00    5.945570E+00
   27422   2   -4.124528    9.583447E-03    8.186250E-03    5.048288E+00    5.909910E+00
   27423   2   -4.111257    8.513530E-03    7.159163E-03    5.682719E+00    6.757773E+00
   27687   2   -4.109552    8.155118E-03    6.870948E-03    5.932471E+00    7.041241E+00
   27688   2   -4.123080    9.419610E-03    8.013391E-03    5.136094E+00    6.037394E+00
   27689   2   -4.136278    9.254531E-03    7.993935E-03    5.227710E+00    6.052088E+00
   27690   2   -4.149097    9.014749E-03    7.905594E-03    5.366761E+00    6.119718E+00
   27691   2   -4.161486    8.792305E-03    7.822260E-03    5.502539E+00    6.184914E+00
   27692   2   -4.173389    8.586148E-03    7.743708E-03    5.634657E+00    6.247653E+00
   27693   2   -4.184748    8.493971E-03    7.757089E-03    5.695805E+00    6.236875E+00
   27694   2   -4.195503    8.327824E-03    7.683870E-03    5.809441E+00    6.296307E+00
   27695   2   -4.205593    8.180047E-03    7.618064E-03    5.914392E+00    6.350695E+00
   27696   2   -4.214955    8.047242E-03    7.557624E-03    6.011998E+00    6.401483E+00
   27697   2   -4.223530    7.904108E-03    7.479166E-03    6.120868E+00    6.468636E+00
   27698   2   -4.231258    7.612665E-03    7.250020E-03    6.355199E+00    6.673085E+00
   27699   2   -4.238082    6.893867E-03    6.600004E-03    7.017832E+00    7.330298E+00
   27700   2   -4.243952    5.663404E-03    5.445415E-03    8.542566E+00    8.884539E+00
   27701   2   -4.248820    4.255680E-03    4.107812E-03    1.136834E+01    1.177756E+01
   27709   2   -4.248786    4.213133E-03    4.117148E-03    1.148314E+01    1.175085E+01
   27710   2   -4.243921    5.590871E-03    5.437726E-03    8.653392E+00    8.897102E+00
   27711   2   -4.238062    6.791904E-03    6.566872E-03    7.123186E+00    7.367282E+00
   27712   2   -4.231256    7.493843E-03    7.195553E-03    6.455967E+00    6.723598E+00
   27713   2   -4.223555    7.781616E-03    7.413064E-03    6.217218E+00    6.526317E+00
   27714   2   -4.215014    7.927568E-03    7.484845E-03    6.102755E+00    6.463727E+00
   27715   2   -4.205692    8.066059E-03    7.539820E-03    5.997972E+00    6.416599E+00
   27716   2   -4.195650    8.220991E-03    7.600588E-03    5.884935E+00    6.365297E+00
   27717   2   -4.184948    8.493971E-03    7.757089E-03    5.695805E+00    6.236875E+00
   27718   2   -4.173647    8.683581E-03    7.840970E-03    5.571434E+00    6.170155E+00
   27719   2   -4.161805    8.894720E-03    7.933249E-03    5.439182E+00    6.098384E+00
   27720   2   -4.149478    9.129278E-03    8.034495E-03    5.299433E+00    6.021536E+00
   27721   2   -4.136720    9.387779E-03    8.144084E-03    5.153508E+00    5.940509E+00
   27722   2   -4.123583    9.569744E-03    8.175508E-03    5.055517E+00    5.917675E+00
   27723   2   -4.110113    8.255992E-03    6.945490E-03    5.859986E+00    6.965671E+00
   27986   2   -4.107931    7.738728E-03    6.531450E-03    6.251674E+00    7.407238E+00
   27987   2   -4.121646    9.388297E-03    7.989262E-03    5.153224E+00    6.055628E+00
   27988   2   -4.135044    9.264966E-03    8.002910E-03    5.221821E+00    6.045301E+00
   27989   2   -4.148077    9.024532E-03    7.913637E-03    5.360943E+00    6.113498E+00
   27990   2   -4.160694    8.800938E-03    7.829020E-03    5.497141E+00    6.179573E+00
   27991   2   -4.172842    8.593700E-03    7.749282E-03    5.629705E+00    6.243159E+00
   27992   2   -4.184465    8.400851E-03    7.673366E-03    5.758941E+00    6.304926E+00
   27993   2   -4.195505    8.220991E-03    7.600588E-03    5.884935E+00    6.365297E+00
   27994   2   -4.205902    8.173064E-03    7.612861E-03    5.919444E+00    6.355036E+00
   27995   2   -4.215598    8.036331E-03    7.549418E-03    6.020160E+00    6.408441E+00
   27996   2   -4.224531    7.880072E-03    7.459157E-03    6.139538E+00    6.485988E+00
   27997   2   -4.232645    7.515468E-03    7.160095E-03    6.437390E+00    6.756894E+00
   27998   2   -4.239882    6.582500E-03    6.303205E-03    7.349791E+00    7.675460E+00
   27999   2   -4.246191    5.047456E-03    4.852944E-03    9.585027E+00    9.969206E+00
   28010   2   -4.246147    4.972274E-03    4.847037E-03    9.729954E+00    9.981355E+00
   28011   2   -4.239850    6.469295E-03    6.265502E-03    7.478404E+00    7.721648E+00
   28012   2   -4.232632    7.380722E-03    7.095596E-03    6.554914E+00    6.818314E+00
   28013   2   -4.224547    7.743058E-03    7.382707E-03    6.248177E+00    6.553152E+00
   28014   2   -4.215650    7.906188E-03    7.469029E-03    6.119257E+00    6.477415E+00
   28015   2   -4.205998    8.173064E-03    7.612861E-03    5.919444E+00    6.355036E+00
   28016   2   -4.195650    8.327824E-03    7.683870E-03    5.809441E+00    6.296307E+00
   28017   2   -4.184666    8.500051E-03    7.761899E-03    5.691730E+00    6.233011E+00
   28018   2   -4.173102    8.691572E-03    7.847511E-03    5.566312E+00    6.165012E+00
   28019   2   -4.161017    8.904327E-03    7.941324E-03    5.433314E+00    6.092183E+00
   28020   2   -4.148463    9.140358E-03    8.044024E-03    5.293010E+00    6.014403E+00
   28021   2   -4.135494    9.399533E-03    8.154406E-03    5.147064E+00    5.932989E+00
   28022   2   -4.122158    9.538228E-03    8.149412E-03    5.072221E+00    5.936625E+00
   28023   2   -4.108501    7.838576E-03    6.597830E-03    6.172039E+00    7.332714E+00
   28285   2   -4.105847    7.115370E-03    6.020784E-03    6.799365E+00    8.035498E+00
   28286   2   -4.119738    9.325867E-03    7.941022E-03    5.187721E+00    6.092415E+00
   28287   2   -4.133322    9.284136E-03    8.019947E-03    5.211039E+00    6.032459E+00
   28288   2   -4.146552    9.043676E-03    7.930064E-03    5.349595E+00    6.100833E+00
   28289   2   -4.159381    8.818686E-03    7.843803E-03    5.486078E+00    6.167927E+00
   28290   2   -4.171755    8.610324E-03    7.762685E-03    5.618836E+00    6.232380E+00
   28291   2   -4.183622    8.416413E-03    7.685490E-03    5.748292E+00    6.294979E+00
   28292   2   -4.194925    8.235346E-03    7.611364E-03    5.874677E+00    6.356285E+00
   28293   2   -4.205607    8.066059E-03    7.539820E-03    5.997972E+00    6.416599E+00
   28294   2   -4.215610    7.906188E-03    7.469029E-03    6.119257E+00    6.477415E+00
   28295   2   -4.224875    7.868684E-03    7.449976E-03    6.148423E+00    6.493981E+00
   28296   2   -4.233347    7.456433E-03    7.105429E-03    6.488357E+00    6.808878E+00
   28297   2   -4.240970    6.364694E-03    6.094995E-03    7.601309E+00    7.937661E+00
   28298   2   -4.247692    4.602346E-03    4.423927E-03    1.051203E+01    1.093599E+01
   28310   2   -4.247631    4.526560E-03    4.420737E-03    1.068803E+01    1.094388E+01
   28311   2   -4.240922    6.242776E-03    6.054173E-03    7.749757E+00    7.991183E+00
   28312   2   -4.233320    7.308632E-03    7.032814E-03    6.619570E+00    6.879181E+00
   28313   2   -4.224878    7.868684E-03    7.449976E-03    6.148423E+00    6.493981E+00
